"text","urgency","authority","fear","impersonation","cleaned_text"
"Cyber Crime Cell alert: legal action will be initiated. Please update your information now.","1","1","1","1","Cyber Crime Cell alert: legal action will be initiated. Please update your information now."
"FBI alert: account will be suspended. Please complete verification to avoid consequences.","1","1","1","1","FBI alert: account will be suspended. Please complete verification to avoid consequences."
"HR Department alert: penalties will be applied. Please update your information now.","1","1","1","1","HR Department alert: penalties will be applied. Please update your information now."
"Police Department alert: data leak detected. Please verify your identity immediately.","1","1","1","1","Police Department alert: data leak detected. Please verify your identity immediately."
"HR Department alert: legal action will be initiated. Please respond within 24 hours.","1","1","1","1","HR Department alert: legal action will be initiated. Please respond within 24 hours."
"Apple Support alert: legal action will be initiated. Please click the link to confirm details.","1","1","1","1","Apple Support alert: legal action will be initiated. Please click the link to confirm details."
"Google Security Team alert: account will be suspended. Please respond within 24 hours.","1","1","1","1","Google Security Team alert: account will be suspended. Please respond within 24 hours."
"Bank Compliance Department alert: legal action will be initiated. Please verify your identity immediately.","1","1","1","1","Bank Compliance Department alert: legal action will be initiated. Please verify your identity immediately."
"Managing Director alert: penalties will be applied. Please respond within 24 hours.","1","1","1","1","Managing Director alert: penalties will be applied. Please respond within 24 hours."
"Police Department alert: legal action will be initiated. Please click the link to confirm details.","1","1","1","1","Police Department alert: legal action will be initiated. Please click the link to confirm details."
"Apple Support alert: device has been compromised. Please respond within 24 hours.","1","1","1","1","Apple Support alert: device has been compromised. Please respond within 24 hours."
"Company CEO alert: penalties will be applied. Please click the link to confirm details.","1","1","1","1","Company CEO alert: penalties will be applied. Please click the link to confirm details."
"Apple Support alert: device has been compromised. Please click the link to confirm details.","1","1","1","1","Apple Support alert: device has been compromised. Please click the link to confirm details."
"Apple Support alert: unauthorized access detected. Please complete verification to avoid consequences.","1","1","1","1","Apple Support alert: unauthorized access detected. Please complete verification to avoid consequences."
"Google Security Team alert: legal action will be initiated. Please verify your identity immediately.","1","1","1","1","Google Security Team alert: legal action will be initiated. Please verify your identity immediately."
"Company CEO alert: security breach identified. Please update your information now.","1","1","1","1","Company CEO alert: security breach identified. Please update your information now."
